product_id,product_name,category,cost_price,selling_price
453,Nescafe Coffee 200g Bottle,Pantry,36.13,48.65
454,Coca-Cola 500ml Box,Pantry,7.23,9.6
455,Coca-Cola 500ml Unit,Pantry,19.05,24.95
456,Coca-Cola 500ml Pack,Bakery,23.24,27.9
457,Nescafe Coffee 200g Unit,Beverages,26.29,33.67
458,Five Roses Tea 100s Bottle,Beverages,12.55,19.7
459,Clover Full Cream Milk 1L Box,Cleaning,6.48,9.84
460,Omo Washing Powder 2kg Unit,Pantry,30.43,48.56
461,Nestle Milo 500g Bottle,Pantry,40.37,51.32
462,Sunlight Dish Liquid 750ml Bottle,Groceries,7.05,9.4
463,Clover Full Cream Milk 1L Pack,Snacks,46.54,70.95
464,Clover Full Cream Milk 1L Bottle,Groceries,34.91,44.47
465,Omo Washing Powder 2kg Box,Dairy,28.37,40.03
466,Albany Brown Bread Bottle,Beverages,5.08,7.57
467,Nescafe Coffee 200g Box,Dairy,28.36,40.64
468,Simba Chips 120g Bottle,Pantry,41.84,58.53
469,Sunlight Dish Liquid 750ml Box,Bakery,38.61,53.84
470,Albany Brown Bread Box,Cleaning,24.66,35.92
471,Five Roses Tea 100s Box,Bakery,49.45,72.22
472,Nescafe Coffee 200g Box,Snacks,31.62,43.71
473,Omo Washing Powder 2kg Pack,Pantry,46.45,65.79
474,Clover Full Cream Milk 1L Bottle,Cleaning,39.49,63.0
475,Nestle Milo 500g Pack,Beverages,21.45,30.04
476,Nestle Milo 500g Pack,Beverages,47.39,73.14
477,Omo Washing Powder 2kg Pack,Groceries,38.77,57.44
478,Clover Full Cream Milk 1L Pack,Dairy,7.5,9.5
479,Koo Baked Beans 410g Bottle,Pantry,47.5,63.42
480,Albany Brown Bread Box,Beverages,33.19,43.11
481,Nescafe Coffee 200g Unit,Snacks,43.91,67.44
482,Koo Baked Beans 410g Unit,Groceries,18.0,22.92
483,Simba Chips 120g Bottle,Beverages,12.04,14.93
484,Five Roses Tea 100s Pack,Beverages,18.59,26.91
485,Omo Washing Powder 2kg Box,Pantry,35.14,51.58
486,Nescafe Coffee 200g Pack,Groceries,18.81,26.55
487,Omo Washing Powder 2kg Pack,Cleaning,13.97,17.56
488,Omo Washing Powder 2kg Pack,Cleaning,40.48,58.04
489,Koo Baked Beans 410g Box,Cleaning,39.81,54.99
490,Five Roses Tea 100s Bottle,Groceries,43.11,64.94
491,Clover Full Cream Milk 1L Unit,Cleaning,17.71,27.5
492,Koo Baked Beans 410g Unit,Beverages,6.08,9.56
493,Omo Washing Powder 2kg Pack,Dairy,48.1,73.12
494,Koo Baked Beans 410g Pack,Pantry,12.29,18.0
495,Coca-Cola 500ml Box,Pantry,35.28,51.39
496,Clover Full Cream Milk 1L Pack,Cleaning,33.43,46.09
497,Koo Baked Beans 410g Pack,Snacks,17.66,27.83
498,Nestle Milo 500g Pack,Pantry,37.11,57.09
499,Clover Full Cream Milk 1L Unit,Groceries,22.53,28.67
500,Clover Full Cream Milk 1L Unit,Dairy,23.84,32.01
501,Five Roses Tea 100s Box,Cleaning,13.8,19.14
502,Omo Washing Powder 2kg Box,Dairy,25.66,33.15
503,Koo Baked Beans 410g Pack,Beverages,14.04,22.32
504,Nestle Milo 500g Box,Pantry,11.38,15.59
505,Nescafe Coffee 200g Bottle,Pantry,13.07,20.15
506,Omo Washing Powder 2kg Box,Snacks,22.93,36.36
507,Clover Full Cream Milk 1L Unit,Beverages,27.93,34.12
508,Koo Baked Beans 410g Unit,Pantry,12.53,15.95
509,Clover Full Cream Milk 1L Box,Groceries,21.59,31.7
510,Coca-Cola 500ml Unit,Bakery,31.96,48.28
511,Clover Full Cream Milk 1L Box,Groceries,35.57,45.24
512,Five Roses Tea 100s Unit,Cleaning,28.5,45.35
513,Sunlight Dish Liquid 750ml Box,Snacks,47.54,66.25
514,Sunlight Dish Liquid 750ml Box,Beverages,23.36,37.13
515,Five Roses Tea 100s Box,Groceries,36.78,56.15
516,Nestle Milo 500g Bottle,Dairy,5.94,8.16
517,Five Roses Tea 100s Unit,Snacks,15.35,22.71
518,Clover Full Cream Milk 1L Box,Snacks,36.39,57.87
519,Omo Washing Powder 2kg Box,Groceries,26.0,36.85
520,Nescafe Coffee 200g Box,Snacks,45.47,69.26
521,Albany Brown Bread Box,Beverages,27.18,34.59
522,Five Roses Tea 100s Box,Groceries,6.69,8.3
523,Omo Washing Powder 2kg Pack,Beverages,44.9,71.09
524,Clover Full Cream Milk 1L Box,Groceries,7.71,9.32
525,Omo Washing Powder 2kg Bottle,Beverages,43.2,59.25
526,Clover Full Cream Milk 1L Pack,Cleaning,26.95,34.33
527,Coca-Cola 500ml Box,Cleaning,34.91,48.29
528,Sunlight Dish Liquid 750ml Bottle,Bakery,20.63,27.06
529,Koo Baked Beans 410g Bottle,Dairy,12.42,18.87
530,Sunlight Dish Liquid 750ml Bottle,Snacks,29.9,39.63
531,Koo Baked Beans 410g Bottle,Beverages,32.49,39.11
532,Koo Baked Beans 410g Pack,Pantry,49.81,64.72
533,Five Roses Tea 100s Box,Bakery,30.76,46.33
534,Nestle Milo 500g Pack,Beverages,31.65,39.94
535,Coca-Cola 500ml Bottle,Dairy,23.9,29.15
536,Simba Chips 120g Bottle,Bakery,37.3,53.03
537,Nestle Milo 500g Unit,Pantry,42.91,66.32
538,Nescafe Coffee 200g Pack,Bakery,22.74,34.2
539,Omo Washing Powder 2kg Bottle,Groceries,26.22,33.56
540,Sunlight Dish Liquid 750ml Box,Bakery,7.78,9.37
541,Nescafe Coffee 200g Bottle,Groceries,15.31,20.75
542,Nescafe Coffee 200g Box,Dairy,47.96,58.64
543,Nestle Milo 500g Unit,Bakery,45.42,56.03
544,Omo Washing Powder 2kg Box,Bakery,43.1,60.52
545,Koo Baked Beans 410g Bottle,Cleaning,38.13,52.81
546,Simba Chips 120g Bottle,Groceries,34.06,49.23
547,Koo Baked Beans 410g Box,Snacks,41.65,54.23
548,Sunlight Dish Liquid 750ml Box,Dairy,47.3,68.65
549,Simba Chips 120g Pack,Groceries,17.82,23.62
550,Omo Washing Powder 2kg Unit,Bakery,16.04,23.36
551,Coca-Cola 500ml Bottle,Bakery,18.01,24.59
552,Sunlight Dish Liquid 750ml Box,Cleaning,11.14,17.42
553,Nestle Milo 500g Unit,Cleaning,21.58,28.86
554,Sunlight Dish Liquid 750ml Bottle,Cleaning,49.15,76.69
555,Omo Washing Powder 2kg Bottle,Groceries,24.95,38.87
556,Nestle Milo 500g Bottle,Dairy,49.88,78.4
557,Nescafe Coffee 200g Pack,Bakery,31.37,48.4
558,Nestle Milo 500g Unit,Snacks,16.42,21.85
559,Sunlight Dish Liquid 750ml Box,Beverages,49.2,65.45
560,Nescafe Coffee 200g Pack,Dairy,33.01,48.74
561,Koo Baked Beans 410g Unit,Beverages,11.33,16.56
562,Sunlight Dish Liquid 750ml Pack,Dairy,48.25,61.6
563,Nescafe Coffee 200g Unit,Groceries,49.77,73.88
564,Omo Washing Powder 2kg Box,Pantry,46.55,62.19
565,Omo Washing Powder 2kg Box,Dairy,33.33,47.32
566,Simba Chips 120g Unit,Beverages,12.55,17.92
567,Simba Chips 120g Unit,Snacks,45.12,54.38
568,Clover Full Cream Milk 1L Box,Cleaning,47.49,75.36
569,Nescafe Coffee 200g Box,Beverages,38.92,50.6
570,Clover Full Cream Milk 1L Unit,Pantry,29.62,41.14
571,Omo Washing Powder 2kg Unit,Pantry,19.36,28.96
572,Nestle Milo 500g Bottle,Pantry,19.27,26.87
573,Simba Chips 120g Bottle,Groceries,31.57,45.07
574,Koo Baked Beans 410g Box,Snacks,19.63,30.94
575,Sunlight Dish Liquid 750ml Box,Beverages,29.93,47.14
576,Sunlight Dish Liquid 750ml Box,Beverages,40.58,49.13
577,Nescafe Coffee 200g Pack,Pantry,31.58,38.33
578,Coca-Cola 500ml Unit,Beverages,40.26,60.84
579,Omo Washing Powder 2kg Bottle,Bakery,13.92,20.01
580,Simba Chips 120g Pack,Cleaning,14.8,23.43
581,Albany Brown Bread Unit,Beverages,25.96,35.47
582,Albany Brown Bread Box,Groceries,42.22,58.57
583,Clover Full Cream Milk 1L Bottle,Groceries,24.26,33.37
584,Omo Washing Powder 2kg Pack,Dairy,48.75,75.23
585,Five Roses Tea 100s Bottle,Pantry,24.17,29.83
586,Nestle Milo 500g Bottle,Pantry,40.51,58.42
587,Simba Chips 120g Box,Cleaning,20.02,30.22
588,Koo Baked Beans 410g Box,Dairy,14.04,17.9
589,Koo Baked Beans 410g Box,Beverages,45.95,72.26
590,Coca-Cola 500ml Box,Beverages,38.8,61.83
591,Sunlight Dish Liquid 750ml Bottle,Snacks,46.53,74.4
592,Coca-Cola 500ml Box,Groceries,28.7,35.82
593,Simba Chips 120g Unit,Pantry,16.28,20.77
594,Koo Baked Beans 410g Box,Snacks,10.43,14.81
595,Nestle Milo 500g Pack,Dairy,47.33,67.64
596,Sunlight Dish Liquid 750ml Pack,Cleaning,42.76,66.68
597,Koo Baked Beans 410g Unit,Groceries,22.51,35.05
598,Nestle Milo 500g Pack,Groceries,27.04,32.66
599,Albany Brown Bread Unit,Bakery,27.53,36.64
600,Coca-Cola 500ml Pack,Snacks,43.73,67.69
601,Albany Brown Bread Box,Beverages,41.25,55.73
602,Albany Brown Bread Unit,Beverages,17.58,22.03
603,Nescafe Coffee 200g Bottle,Bakery,45.32,66.44
604,Koo Baked Beans 410g Pack,Bakery,13.55,16.91
605,Omo Washing Powder 2kg Bottle,Snacks,20.16,24.99
606,Clover Full Cream Milk 1L Bottle,Snacks,30.24,40.0
607,Omo Washing Powder 2kg Unit,Bakery,9.55,12.72
608,Omo Washing Powder 2kg Pack,Snacks,47.22,69.64
609,Albany Brown Bread Unit,Beverages,40.02,59.49
610,Nestle Milo 500g Box,Groceries,47.84,64.74
611,Coca-Cola 500ml Box,Beverages,6.72,9.54
612,Coca-Cola 500ml Box,Snacks,41.49,58.51
613,Koo Baked Beans 410g Unit,Beverages,12.74,17.87
614,Omo Washing Powder 2kg Box,Bakery,47.42,58.33
615,Nestle Milo 500g Box,Cleaning,44.74,71.22
616,Omo Washing Powder 2kg Pack,Dairy,7.14,9.44
617,Five Roses Tea 100s Box,Snacks,33.03,50.67
618,Clover Full Cream Milk 1L Bottle,Bakery,27.96,41.16
619,Sunlight Dish Liquid 750ml Box,Bakery,13.81,19.96
620,Omo Washing Powder 2kg Bottle,Groceries,21.34,28.98
621,Albany Brown Bread Bottle,Pantry,13.83,18.65
622,Clover Full Cream Milk 1L Pack,Snacks,21.93,31.55
623,Clover Full Cream Milk 1L Unit,Beverages,12.03,18.16
624,Koo Baked Beans 410g Box,Beverages,21.45,28.93
625,Albany Brown Bread Box,Groceries,24.7,35.65
626,Nescafe Coffee 200g Pack,Dairy,10.89,16.08
627,Nescafe Coffee 200g Pack,Groceries,39.29,59.96
628,Coca-Cola 500ml Bottle,Snacks,38.1,57.96
629,Simba Chips 120g Box,Snacks,36.36,57.87
630,Sunlight Dish Liquid 750ml Unit,Snacks,36.16,46.13
631,Simba Chips 120g Unit,Groceries,45.56,71.62
632,Simba Chips 120g Bottle,Bakery,18.44,27.0
633,Omo Washing Powder 2kg Unit,Bakery,10.64,12.8
634,Clover Full Cream Milk 1L Box,Bakery,38.69,53.99
635,Nestle Milo 500g Box,Beverages,19.14,26.12
636,Nescafe Coffee 200g Unit,Bakery,10.26,14.03
637,Albany Brown Bread Pack,Bakery,17.78,26.62
638,Sunlight Dish Liquid 750ml Bottle,Snacks,16.88,21.21
639,Nestle Milo 500g Bottle,Groceries,5.59,8.83
640,Coca-Cola 500ml Pack,Pantry,38.23,48.08
641,Clover Full Cream Milk 1L Box,Dairy,34.34,53.54
642,Coca-Cola 500ml Unit,Snacks,13.09,16.25
643,Coca-Cola 500ml Pack,Beverages,14.78,23.16
644,Nestle Milo 500g Box,Groceries,49.24,61.43
645,Koo Baked Beans 410g Box,Groceries,32.1,47.22
646,Nestle Milo 500g Pack,Dairy,39.73,60.32
647,Omo Washing Powder 2kg Box,Groceries,23.13,30.78
648,Nestle Milo 500g Bottle,Beverages,35.45,56.55
649,Albany Brown Bread Pack,Dairy,41.68,64.71
650,Five Roses Tea 100s Box,Groceries,18.68,25.93
651,Albany Brown Bread Bottle,Cleaning,6.88,10.64
652,Clover Full Cream Milk 1L Box,Dairy,25.59,36.52
653,Albany Brown Bread Bottle,Snacks,32.92,52.47
654,Omo Washing Powder 2kg Box,Bakery,47.13,73.78
655,Coca-Cola 500ml Pack,Groceries,23.74,35.35
656,Sunlight Dish Liquid 750ml Box,Snacks,34.22,47.12
657,Coca-Cola 500ml Pack,Cleaning,23.78,32.96
658,Simba Chips 120g Unit,Dairy,29.95,36.11
659,Nestle Milo 500g Box,Bakery,39.01,60.63
660,Omo Washing Powder 2kg Bottle,Beverages,19.72,30.35
661,Nestle Milo 500g Pack,Groceries,30.43,44.02
662,Clover Full Cream Milk 1L Bottle,Groceries,23.25,32.51
663,Omo Washing Powder 2kg Unit,Cleaning,6.81,8.93
664,Sunlight Dish Liquid 750ml Unit,Cleaning,26.69,40.47
665,Koo Baked Beans 410g Pack,Snacks,27.31,39.95
666,Sunlight Dish Liquid 750ml Pack,Beverages,44.39,58.2
667,Clover Full Cream Milk 1L Pack,Cleaning,9.64,15.13
668,Sunlight Dish Liquid 750ml Pack,Groceries,42.96,60.44
669,Nescafe Coffee 200g Box,Bakery,48.77,65.85
670,Koo Baked Beans 410g Unit,Cleaning,45.61,66.36
671,Simba Chips 120g Bottle,Groceries,18.78,29.17
672,Albany Brown Bread Bottle,Beverages,37.43,56.71
673,Five Roses Tea 100s Bottle,Bakery,47.56,69.52
674,Koo Baked Beans 410g Pack,Groceries,44.61,63.13
675,Sunlight Dish Liquid 750ml Unit,Dairy,47.08,63.91
676,Omo Washing Powder 2kg Unit,Snacks,47.73,66.83
677,Nescafe Coffee 200g Box,Bakery,6.73,9.71
678,Koo Baked Beans 410g Bottle,Beverages,19.5,28.79
679,Koo Baked Beans 410g Box,Dairy,34.2,53.26
680,Coca-Cola 500ml Unit,Groceries,10.01,12.99
681,Nestle Milo 500g Box,Cleaning,46.98,61.45
682,Koo Baked Beans 410g Bottle,Snacks,10.62,14.74
683,Clover Full Cream Milk 1L Unit,Beverages,29.15,37.35
684,Five Roses Tea 100s Pack,Dairy,30.2,36.29
685,Five Roses Tea 100s Box,Pantry,14.77,19.47
686,Sunlight Dish Liquid 750ml Unit,Groceries,41.19,55.45
687,Omo Washing Powder 2kg Bottle,Beverages,18.59,28.8
688,Nescafe Coffee 200g Box,Beverages,17.29,21.05
689,Nestle Milo 500g Pack,Cleaning,34.79,45.33
690,Sunlight Dish Liquid 750ml Box,Dairy,17.96,25.28
691,Simba Chips 120g Unit,Snacks,21.03,26.3
692,Nescafe Coffee 200g Box,Beverages,25.73,31.85
693,Sunlight Dish Liquid 750ml Box,Cleaning,48.67,77.54
694,Clover Full Cream Milk 1L Unit,Pantry,42.39,62.48
695,Omo Washing Powder 2kg Box,Dairy,15.35,23.01
696,Simba Chips 120g Box,Groceries,11.96,18.34
697,Simba Chips 120g Pack,Beverages,6.82,10.76
698,Sunlight Dish Liquid 750ml Bottle,Snacks,15.58,18.73
699,Five Roses Tea 100s Bottle,Pantry,24.51,30.44
700,Nestle Milo 500g Pack,Groceries,47.48,71.62
701,Omo Washing Powder 2kg Bottle,Bakery,26.91,40.56
702,Simba Chips 120g Unit,Bakery,25.98,35.38
703,Nestle Milo 500g Box,Cleaning,46.82,70.86
704,Coca-Cola 500ml Pack,Cleaning,24.19,29.75
705,Coca-Cola 500ml Bottle,Bakery,18.58,24.98
706,Omo Washing Powder 2kg Box,Beverages,33.63,45.5
707,Coca-Cola 500ml Box,Cleaning,16.5,21.35
708,Sunlight Dish Liquid 750ml Pack,Pantry,15.28,18.47
709,Coca-Cola 500ml Unit,Cleaning,35.98,49.12
710,Sunlight Dish Liquid 750ml Pack,Bakery,20.78,28.8
711,Coca-Cola 500ml Bottle,Cleaning,40.77,52.68
712,Omo Washing Powder 2kg Bottle,Groceries,24.85,30.63
713,Clover Full Cream Milk 1L Bottle,Cleaning,33.42,43.0
714,Koo Baked Beans 410g Pack,Snacks,37.97,45.57
715,Sunlight Dish Liquid 750ml Pack,Dairy,47.5,58.85
716,Clover Full Cream Milk 1L Pack,Beverages,41.86,51.29
717,Coca-Cola 500ml Box,Beverages,19.93,24.42
718,Nestle Milo 500g Bottle,Pantry,9.86,13.73
719,Nestle Milo 500g Pack,Beverages,47.76,60.82
720,Sunlight Dish Liquid 750ml Unit,Snacks,13.3,16.41
721,Simba Chips 120g Unit,Beverages,16.65,21.11
722,Omo Washing Powder 2kg Box,Bakery,18.34,24.5
723,Coca-Cola 500ml Unit,Snacks,21.74,32.7
724,Nestle Milo 500g Unit,Groceries,16.72,25.19
725,Nescafe Coffee 200g Box,Groceries,22.19,27.33
726,Nescafe Coffee 200g Pack,Groceries,49.77,60.76
727,Five Roses Tea 100s Bottle,Dairy,43.66,55.37
728,Five Roses Tea 100s Bottle,Cleaning,17.84,25.55
729,Albany Brown Bread Box,Dairy,5.26,6.47
730,Koo Baked Beans 410g Bottle,Cleaning,36.91,52.65
731,Nescafe Coffee 200g Box,Groceries,42.5,65.6
732,Clover Full Cream Milk 1L Unit,Snacks,23.85,31.96
733,Albany Brown Bread Bottle,Cleaning,5.65,8.45
734,Albany Brown Bread Bottle,Beverages,14.19,20.71
735,Coca-Cola 500ml Unit,Cleaning,27.9,36.76
736,Koo Baked Beans 410g Unit,Cleaning,23.82,34.09
737,Nescafe Coffee 200g Pack,Beverages,45.81,73.01
738,Nescafe Coffee 200g Bottle,Dairy,26.94,42.65
739,Omo Washing Powder 2kg Bottle,Cleaning,23.11,32.94
740,Nestle Milo 500g Box,Dairy,18.25,28.19
741,Coca-Cola 500ml Box,Snacks,22.95,28.9
742,Coca-Cola 500ml Unit,Bakery,34.03,51.37
743,Five Roses Tea 100s Bottle,Pantry,26.5,32.19
744,Coca-Cola 500ml Pack,Groceries,20.91,26.02
745,Omo Washing Powder 2kg Bottle,Pantry,14.65,20.22
746,Nescafe Coffee 200g Box,Cleaning,27.07,43.04
747,Clover Full Cream Milk 1L Unit,Cleaning,45.1,60.27
748,Simba Chips 120g Unit,Beverages,33.47,50.48
749,Five Roses Tea 100s Pack,Pantry,44.52,65.83
750,Five Roses Tea 100s Unit,Beverages,42.88,51.92
751,Five Roses Tea 100s Unit,Cleaning,6.75,9.36
752,Five Roses Tea 100s Unit,Cleaning,43.01,58.06
753,Albany Brown Bread Unit,Dairy,31.46,46.71
754,Simba Chips 120g Pack,Dairy,40.49,49.54
755,Albany Brown Bread Unit,Groceries,22.91,27.51
756,Nestle Milo 500g Bottle,Snacks,14.59,18.97
757,Omo Washing Powder 2kg Pack,Cleaning,40.37,62.75
758,Simba Chips 120g Bottle,Pantry,20.33,31.74
759,Nescafe Coffee 200g Box,Bakery,49.49,69.04
760,Sunlight Dish Liquid 750ml Box,Pantry,35.08,44.12
761,Nescafe Coffee 200g Bottle,Cleaning,27.01,39.78
762,Five Roses Tea 100s Pack,Snacks,22.59,33.99
763,Nescafe Coffee 200g Unit,Cleaning,8.38,11.74
764,Five Roses Tea 100s Unit,Bakery,47.09,57.77
765,Koo Baked Beans 410g Unit,Cleaning,20.13,28.56
766,Koo Baked Beans 410g Bottle,Groceries,22.81,33.65
767,Simba Chips 120g Unit,Cleaning,32.55,43.05
768,Omo Washing Powder 2kg Pack,Dairy,43.72,60.33
769,Coca-Cola 500ml Unit,Bakery,20.55,29.65
770,Sunlight Dish Liquid 750ml Unit,Snacks,23.51,36.6
771,Five Roses Tea 100s Unit,Groceries,30.78,48.6
772,Nescafe Coffee 200g Box,Snacks,9.35,11.73
773,Five Roses Tea 100s Box,Pantry,17.85,27.81
774,Koo Baked Beans 410g Pack,Beverages,11.61,15.29
775,Sunlight Dish Liquid 750ml Pack,Snacks,23.81,34.87
776,Nescafe Coffee 200g Bottle,Bakery,23.4,28.27
777,Nescafe Coffee 200g Bottle,Dairy,32.11,46.46
778,Koo Baked Beans 410g Pack,Beverages,30.79,43.64
779,Sunlight Dish Liquid 750ml Pack,Bakery,40.91,53.36
780,Sunlight Dish Liquid 750ml Pack,Pantry,21.95,32.84
781,Sunlight Dish Liquid 750ml Unit,Cleaning,24.63,38.16
782,Clover Full Cream Milk 1L Box,Cleaning,28.11,40.47
783,Coca-Cola 500ml Bottle,Cleaning,16.18,25.84
784,Nescafe Coffee 200g Box,Cleaning,17.54,22.01
785,Nescafe Coffee 200g Box,Pantry,32.26,41.7
786,Simba Chips 120g Box,Cleaning,17.61,25.47
787,Five Roses Tea 100s Unit,Pantry,27.18,39.17
788,Albany Brown Bread Pack,Bakery,14.48,20.51
789,Omo Washing Powder 2kg Unit,Pantry,37.14,49.18
790,Koo Baked Beans 410g Box,Beverages,48.66,65.73
791,Koo Baked Beans 410g Unit,Pantry,47.7,65.23
792,Sunlight Dish Liquid 750ml Pack,Snacks,47.91,60.93
793,Nestle Milo 500g Bottle,Pantry,22.2,27.07
794,Simba Chips 120g Pack,Beverages,40.31,53.73
795,Albany Brown Bread Pack,Beverages,27.04,33.27
796,Nescafe Coffee 200g Box,Dairy,44.57,69.55
797,Five Roses Tea 100s Bottle,Groceries,27.4,41.58
798,Simba Chips 120g Box,Bakery,25.37,31.82
799,Coca-Cola 500ml Bottle,Snacks,29.37,35.63
800,Omo Washing Powder 2kg Box,Snacks,15.59,19.21
801,Coca-Cola 500ml Box,Pantry,43.39,61.78
802,Five Roses Tea 100s Unit,Snacks,43.97,53.84
803,Koo Baked Beans 410g Box,Cleaning,21.01,32.39
804,Five Roses Tea 100s Unit,Snacks,44.06,61.56
805,Nescafe Coffee 200g Box,Pantry,39.79,62.96
806,Koo Baked Beans 410g Pack,Snacks,20.72,25.53
807,Omo Washing Powder 2kg Bottle,Snacks,34.88,47.33
808,Clover Full Cream Milk 1L Box,Cleaning,31.13,47.59
809,Omo Washing Powder 2kg Pack,Dairy,14.34,22.23
810,Sunlight Dish Liquid 750ml Box,Dairy,47.92,65.73
811,Five Roses Tea 100s Pack,Pantry,43.55,61.36
812,Albany Brown Bread Pack,Beverages,14.27,21.01
813,Clover Full Cream Milk 1L Bottle,Groceries,37.46,54.65
814,Clover Full Cream Milk 1L Box,Dairy,35.81,54.04
815,Omo Washing Powder 2kg Box,Cleaning,11.82,18.69
816,Coca-Cola 500ml Unit,Beverages,32.14,39.41
817,Sunlight Dish Liquid 750ml Bottle,Dairy,7.91,11.07
818,Omo Washing Powder 2kg Pack,Groceries,33.58,42.68
819,Albany Brown Bread Unit,Groceries,14.79,19.05
820,Nestle Milo 500g Bottle,Pantry,14.89,19.59
821,Nestle Milo 500g Bottle,Groceries,28.72,38.59
822,Coca-Cola 500ml Box,Bakery,36.55,52.82
823,Nescafe Coffee 200g Pack,Pantry,31.53,42.1
824,Simba Chips 120g Pack,Bakery,7.36,10.14
825,Clover Full Cream Milk 1L Box,Groceries,6.15,8.01
826,Five Roses Tea 100s Unit,Pantry,12.66,15.82
827,Nestle Milo 500g Box,Beverages,46.65,56.97
828,Coca-Cola 500ml Unit,Snacks,45.25,70.41
829,Nescafe Coffee 200g Box,Pantry,43.65,54.41
830,Five Roses Tea 100s Box,Snacks,22.45,30.57
831,Coca-Cola 500ml Unit,Snacks,43.51,59.47
832,Five Roses Tea 100s Pack,Groceries,24.85,35.92
833,Five Roses Tea 100s Box,Bakery,8.77,13.24
834,Nestle Milo 500g Pack,Bakery,43.64,55.62
835,Nestle Milo 500g Box,Cleaning,31.39,49.82
836,Nestle Milo 500g Box,Cleaning,22.59,31.15
837,Koo Baked Beans 410g Box,Groceries,42.37,66.26
838,Nestle Milo 500g Box,Snacks,9.86,12.3
839,Simba Chips 120g Bottle,Beverages,29.75,37.95
840,Omo Washing Powder 2kg Unit,Bakery,31.17,41.24
841,Five Roses Tea 100s Unit,Dairy,25.0,37.62
842,Coca-Cola 500ml Unit,Pantry,46.34,65.18
843,Albany Brown Bread Bottle,Bakery,6.7,9.55
844,Clover Full Cream Milk 1L Unit,Pantry,49.43,74.71
845,Sunlight Dish Liquid 750ml Box,Pantry,39.74,63.0
846,Nescafe Coffee 200g Bottle,Groceries,28.32,40.53
847,Simba Chips 120g Bottle,Beverages,39.96,61.78
848,Albany Brown Bread Bottle,Bakery,11.01,13.44
849,Albany Brown Bread Bottle,Groceries,13.55,21.58
850,Simba Chips 120g Bottle,Pantry,44.37,65.97
851,Simba Chips 120g Unit,Dairy,49.01,61.25
852,Nescafe Coffee 200g Pack,Snacks,6.55,9.77
853,Clover Full Cream Milk 1L Pack,Pantry,31.06,48.2
854,Koo Baked Beans 410g Unit,Snacks,10.72,15.23
855,Omo Washing Powder 2kg Pack,Dairy,28.35,36.89
856,Albany Brown Bread Unit,Dairy,22.98,30.59
857,Clover Full Cream Milk 1L Pack,Dairy,14.17,21.58
858,Nestle Milo 500g Unit,Cleaning,11.85,14.42
859,Omo Washing Powder 2kg Bottle,Cleaning,22.59,35.95
860,Nestle Milo 500g Box,Cleaning,5.52,8.56
861,Coca-Cola 500ml Box,Groceries,30.3,43.44
862,Five Roses Tea 100s Pack,Groceries,49.38,60.14
863,Coca-Cola 500ml Box,Dairy,28.35,35.35
864,Nescafe Coffee 200g Unit,Beverages,13.77,21.35
865,Simba Chips 120g Unit,Beverages,36.05,53.8
866,Simba Chips 120g Bottle,Snacks,32.83,52.38
867,Albany Brown Bread Box,Cleaning,40.85,52.9
868,Albany Brown Bread Box,Bakery,22.66,36.05
869,Nestle Milo 500g Pack,Dairy,25.62,33.36
870,Sunlight Dish Liquid 750ml Box,Bakery,7.95,9.74
871,Clover Full Cream Milk 1L Bottle,Beverages,42.92,54.66
872,Omo Washing Powder 2kg Box,Beverages,19.69,29.78
873,Coca-Cola 500ml Box,Cleaning,35.05,50.77
874,Sunlight Dish Liquid 750ml Pack,Dairy,7.97,11.41
875,Sunlight Dish Liquid 750ml Pack,Dairy,45.1,61.69
876,Sunlight Dish Liquid 750ml Box,Bakery,9.71,11.92
877,Five Roses Tea 100s Unit,Bakery,33.59,45.82
878,Albany Brown Bread Bottle,Beverages,33.12,40.36
879,Coca-Cola 500ml Bottle,Cleaning,44.94,58.75
880,Nescafe Coffee 200g Unit,Dairy,16.33,21.09
881,Omo Washing Powder 2kg Unit,Beverages,30.05,42.71
882,Albany Brown Bread Box,Beverages,35.18,51.6
883,Nestle Milo 500g Pack,Snacks,40.15,62.4
884,Omo Washing Powder 2kg Pack,Dairy,45.46,70.67
885,Nestle Milo 500g Box,Dairy,41.32,58.48
886,Clover Full Cream Milk 1L Unit,Bakery,21.65,32.44
887,Nescafe Coffee 200g Unit,Dairy,14.87,22.69
888,Omo Washing Powder 2kg Box,Dairy,45.2,71.96
889,Sunlight Dish Liquid 750ml Box,Snacks,24.43,35.49
890,Coca-Cola 500ml Box,Pantry,7.89,9.76
891,Nescafe Coffee 200g Pack,Groceries,33.42,43.91
892,Coca-Cola 500ml Unit,Cleaning,17.25,25.84
893,Clover Full Cream Milk 1L Pack,Beverages,14.98,19.66
894,Clover Full Cream Milk 1L Unit,Dairy,9.75,14.45
895,Nestle Milo 500g Unit,Groceries,6.18,8.8
896,Koo Baked Beans 410g Unit,Dairy,8.91,12.46
897,Koo Baked Beans 410g Box,Snacks,33.06,52.18
898,Nescafe Coffee 200g Bottle,Beverages,30.86,39.16
899,Coca-Cola 500ml Unit,Bakery,34.49,41.58
900,Nestle Milo 500g Bottle,Snacks,23.0,30.1
901,Koo Baked Beans 410g Bottle,Bakery,48.06,68.95
902,Coca-Cola 500ml Pack,Groceries,25.35,31.89
903,Five Roses Tea 100s Pack,Dairy,32.39,40.81
