store_id,product_id,stock_level,reorder_level
S173,1827,54,55
S096,128,121,40
S042,1534,111,42
S010,1348,75,27
S172,1275,15,27
S190,1013,29,28
S038,872,82,42
S187,1141,160,24
S079,938,59,37
S125,1979,39,23
S150,1491,127,53
S048,118,151,28
S099,1955,133,27
S188,221,116,38
S096,728,54,41
S200,1381,57,34
S125,1792,82,29
S026,1629,99,39
S052,560,140,36
S190,612,168,58
S023,1392,142,48
S172,1692,135,43
S074,998,75,52
S171,670,95,35
S010,1643,82,51
S098,847,107,57
S048,864,193,53
S189,1702,64,43
S187,433,123,46
S129,1182,88,58
S192,1318,69,39
S188,1837,52,53
S049,1072,71,36
S122,1659,162,39
S151,1604,186,36
S013,1488,140,54
S055,1723,164,46
S144,1626,5,49
S042,329,55,30
S004,1945,6,25
S105,252,198,23
S181,297,62,43
S039,679,129,46
S143,1125,94,53
S119,1576,164,49
S044,1018,147,52
S077,1316,137,21
S025,596,17,36
S074,1144,53,47
S072,805,188,47
S029,1210,180,58
S030,958,17,34
S001,1933,175,39
S141,366,179,43
S138,701,21,23
S077,24,157,45
S035,921,199,21
S191,1460,140,47
S143,1306,12,34
S134,1634,64,48
S168,1601,65,32
S096,1872,12,41
S149,1634,123,33
S100,1527,187,27
S181,1447,58,38
S052,1212,26,50
S163,925,71,50
S014,599,137,41
S083,1336,93,59
S135,442,106,22
S046,458,125,24
S140,775,21,31
S107,722,13,57
S153,1408,67,35
S177,914,177,31
S077,130,10,22
S152,864,48,26
S189,502,71,42
S124,1213,156,34
S003,1235,124,28
S192,492,163,55
S165,1546,65,37
S117,267,20,54
S152,1109,191,44
S069,444,97,55
S196,402,157,52
S040,633,106,32
S081,976,83,57
S096,1425,37,23
S157,690,35,55
S108,1501,105,23
S160,378,170,53
S118,1537,38,45
S012,89,156,49
S012,876,48,55
S156,562,75,42
S142,1406,70,37
S168,1999,97,35
S180,349,72,55
S119,1685,39,46
S185,663,38,36
S062,1219,161,47
S002,1444,61,21
S012,1768,71,29
S117,928,102,23
S160,1636,141,29
S141,155,108,38
S114,1662,151,50
S082,1961,105,24
S116,228,146,40
S079,501,107,30
S079,1586,59,24
S043,187,8,58
S158,832,3,35
S020,1867,54,31
S109,3,91,39
S069,1519,120,51
S080,626,39,45
S162,844,145,21
S183,1901,118,29
S022,389,100,32
S106,325,133,48
S187,12,66,31
S042,324,180,35
S076,522,13,23
S178,767,140,38
S062,1761,48,52
S111,954,196,30
S176,1120,129,35
S137,1216,180,23
S136,815,30,50
S091,1015,80,40
S174,1797,44,21
S188,565,125,52
S193,1415,180,56
S178,1562,178,26
S186,1131,194,56
S044,465,83,53
S072,1582,86,26
S028,403,190,20
S175,1761,91,35
S180,1550,87,34
S053,939,163,56
S127,228,199,24
S130,1739,3,56
S036,14,98,50
S001,1540,170,58
S029,1660,21,27
S145,1587,121,59
S001,1068,107,30
S163,1062,104,30
S030,673,28,30
S189,1165,4,35
S131,1331,85,27
S008,858,146,30
S039,755,167,27
S038,1640,158,48
S031,858,197,27
S111,1181,25,23
S119,921,9,28
S064,609,49,45
S190,616,150,29
S110,1342,31,25
S108,715,21,27
S174,1767,73,27
S168,881,152,22
S148,1262,188,31
S026,1042,107,51
S085,1747,157,50
S179,903,170,34
S119,1862,12,43
S134,812,97,49
S082,560,17,23
S081,1462,144,42
S104,147,108,44
S005,1258,13,47
S117,1683,25,33
S018,897,135,24
S087,1624,125,53
S054,225,1,20
S180,743,82,30
S154,1369,48,45
S002,1701,132,36
S140,1995,86,30
S116,171,3,39
S185,1370,105,23
S111,766,33,32
S021,786,67,31
S027,259,55,44
S166,283,43,20
S074,1971,52,28
S085,210,147,51
S055,1088,176,22
S017,1358,135,46
S077,1209,166,56
S150,1606,100,55
S005,97,170,37
S149,1293,13,29
S103,551,24,59
S121,491,33,47
S084,959,132,50
S009,1894,125,46
S163,1282,15,33
S091,988,160,25
S111,1670,168,26
S014,1357,64,46
S127,1390,11,47
S057,282,66,54
S100,933,182,36
S175,478,78,41
S015,1540,41,29
S015,825,25,40
S091,33,152,22
S024,638,149,49
S153,1195,98,22
S165,696,30,23
S190,945,62,44
S041,652,181,49
S109,1887,43,34
S159,1192,56,23
S117,1918,1,30
S083,1423,139,48
S021,1477,94,35
S165,443,62,51
S026,1610,60,54
S050,261,71,41
S151,1138,102,32
S196,1845,106,54
S098,1478,3,39
S077,848,108,56
S001,235,164,44
S085,922,132,41
S095,1542,198,40
S115,752,157,26
S051,703,199,45
S056,1863,113,42
S119,983,98,32
S186,1025,58,24
S001,399,30,35
S171,288,185,42
S152,778,16,46
S138,544,47,51
S162,316,9,23
S183,812,110,56
S082,1961,17,58
S148,553,6,57
S006,1182,146,38
S092,1130,20,23
S004,1756,50,33
S077,764,190,56
S169,1387,104,21
S041,1850,30,49
S084,647,65,36
S077,718,195,32
S170,1543,193,32
S113,478,60,42
S069,1862,142,30
S001,877,16,57
S197,169,40,41
S034,1899,80,37
S076,472,138,27
S140,1683,171,32
S105,99,172,36
S104,904,89,39
S010,1874,52,52
S148,1355,18,38
S110,1140,141,45
S197,72,193,29
S004,1003,170,38
S179,1936,148,55
S013,664,42,58
S064,1378,46,36
S099,436,197,34
S012,877,36,52
S022,1831,171,48
S077,415,60,51
S001,15,36,58
S121,950,115,49
S182,1501,21,51
S182,1249,106,49
S050,1470,123,20
S177,1546,134,56
S005,1831,18,50
S157,592,2,21
S074,1842,88,44
S014,1090,107,35
S020,1034,164,37
S008,1408,92,56
S137,797,177,30
S035,887,67,39
S156,293,124,44
S168,88,1,43
S016,1282,168,31
S190,309,100,47
S169,512,89,48
S174,435,178,28
S110,1107,1,55
S012,710,63,34
S172,621,148,31
S038,1017,88,20
S102,66,56,49
S015,1406,191,53
S077,128,84,38
S092,256,39,46
S084,280,24,32
S082,1871,50,32
S040,1905,148,41
S012,1362,46,43
S067,234,195,36
S091,898,72,22
S123,1244,19,50
S134,948,101,30
S013,532,68,24
S042,1256,62,47
S183,325,122,32
S099,1196,42,36
S071,1028,131,27
S089,1572,5,43
S030,1304,53,41
S152,1500,22,55
S109,143,9,34
S107,915,48,36
S172,210,62,52
S155,450,164,49
S141,794,1,26
S111,902,88,38
S059,1295,37,30
S128,918,61,27
S141,1715,82,32
S169,1813,154,54
S162,1185,162,39
S124,186,57,38
S187,391,145,24
S120,1408,180,51
S126,1452,63,30
S081,768,8,42
S088,118,35,20
S006,1419,22,53
S014,1062,25,27
S164,707,59,45
S018,1008,111,22
S139,1834,116,49
S022,461,43,23
S020,1548,140,34
S191,1841,99,28
S057,1380,11,46
S108,1290,107,50
S184,1566,164,59
S060,1153,33,35
S180,609,38,34
S156,499,106,47
S039,473,22,48
S124,1959,96,40
S029,261,16,48
S083,436,139,56
S028,650,172,29
S083,524,184,35
S179,243,167,56
S097,274,59,55
S007,55,46,54
S119,1181,177,25
S057,1658,194,34
S120,1840,37,40
S022,1306,182,46
S014,1044,95,22
S058,1804,43,29
S013,820,123,27
S174,429,91,45
S146,576,1,30
S163,352,49,26
S050,20,77,24
S171,1970,177,47
S110,1973,132,58
S097,355,65,34
S141,736,52,34
S126,564,9,50
S020,1826,141,31
S019,995,145,26
S126,1801,58,47
S050,1004,140,59
S005,154,39,52
S136,165,77,57
S168,256,111,37
S107,1139,52,36
S060,1720,193,47
S132,323,194,36
S067,1515,28,29
S052,1413,32,30
S123,18,194,48
S183,1833,114,54
S185,1397,114,41
S018,1183,67,56
S098,1302,171,20
S122,446,125,31
S024,388,166,56
S117,179,23,42
S064,163,163,25
S075,83,117,43
S117,1746,28,37
S026,15,111,51
S035,1966,18,58
S199,181,166,37
S016,1385,81,24
S182,1627,65,23
S011,167,22,30
S124,1999,191,54
S142,1954,50,44
S040,573,128,31
S131,1961,91,28
S095,384,62,58
S194,1065,163,21
S094,1383,188,26
S158,1800,167,21
S010,885,52,44
S077,366,112,26
S123,541,105,39
S048,989,109,39
S151,410,102,37
S024,723,191,45
S179,1042,94,46
S064,812,98,33
S114,480,54,39
S072,591,100,40
S050,1943,184,41
S097,971,16,37
S096,1957,64,39
S094,490,78,24
S063,693,82,48
S077,854,102,24
S106,1939,55,45
S181,1570,168,47
S183,131,59,53
S053,1702,65,23
S078,1587,148,24
S055,12,142,30
S006,1588,139,46
S091,1199,136,37
S139,214,162,51
S087,806,104,37
S040,296,42,24
S035,1201,123,43
S046,1948,57,37
S174,1590,92,36
S056,1384,83,36
S105,522,38,28
S068,1702,101,39
S065,1515,67,55
S034,321,173,51
S004,1669,195,23
S118,1942,147,50
S022,194,151,26
S179,427,180,40
S025,1235,122,46
S010,13,142,33
S076,279,66,53
S019,1754,122,56
S025,858,2,33
S144,921,66,40
S105,1749,16,30
S012,1329,193,22
S181,1054,198,32
S011,402,69,33
S095,1086,178,20
S062,1065,70,45
S192,311,13,49
S020,839,137,20
S154,121,65,52
S126,732,171,54
S003,988,84,25
S174,1629,80,57
S172,701,82,39
S169,919,151,59
S057,839,35,51
S132,1576,57,23
S034,1345,133,20
S023,892,5,37
S149,360,192,25
S054,259,34,25
S189,173,20,39
S047,194,31,49
S150,820,79,51
S067,1879,140,41
S056,823,115,52
S092,427,156,29
S043,811,54,42
S200,1745,187,54
S069,1097,191,37
S183,1834,103,56
S169,788,40,20
S062,749,194,23
S176,144,110,27
S149,582,117,33
S004,1940,170,59
S096,854,95,51
S048,814,4,38
S012,923,65,27
S118,197,179,59
S131,1876,108,45
S184,978,106,59
S085,1382,122,28
S147,792,67,30
S068,903,53,49
S198,446,76,53
S136,1170,167,27
S099,662,79,27
S071,769,115,37
S114,1755,170,45
S200,942,92,31
S143,83,102,57
S011,420,122,51
S159,1001,19,48
S078,1318,168,48
S190,436,1,58
S072,818,19,46
S066,961,159,45
S118,263,129,39
S091,949,8,54
S095,470,54,44
S145,1189,169,53
S163,1521,199,39
S145,1133,34,40
S113,822,106,26
S144,1461,5,27
S041,1659,77,47
S199,635,160,52
S103,1041,91,38
S035,804,90,58
S033,520,187,31
S090,472,192,43
S031,709,109,47
S175,838,138,30
S019,934,21,27
S112,332,178,23
S041,1975,10,49
S075,899,21,39
S170,1383,142,27
S186,884,54,55
S135,1601,145,25
S192,785,19,56
S182,636,103,29
S166,890,6,34
S030,184,124,46
S048,171,98,46
S066,599,161,35
S134,1044,64,35
S046,627,73,37
S122,196,67,35
S174,1168,38,53
S079,833,57,28
S158,1341,6,56
S112,1980,63,59
S059,1751,77,28
S179,422,157,42
S144,1606,196,29
S057,1020,19,36
S087,733,52,28
S183,1530,99,47
S081,614,8,31
S040,1402,145,57
S125,71,130,33
S059,1705,158,36
S196,1489,140,47
S170,1711,64,42
S163,88,137,34
S101,56,38,22
S156,447,185,50
S041,381,87,34
S134,1492,134,37
S065,188,28,28
S057,796,70,31
S189,1655,140,49
S095,1293,86,44
S130,556,179,59
S054,1432,165,45
S095,1176,190,41
S004,562,156,29
S096,437,184,52
S121,1585,51,59
S014,1169,129,26
S154,364,69,31
S032,1914,177,43
S152,149,165,45
S066,432,92,36
S068,1088,177,25
S085,1236,50,25
S197,1814,134,20
S173,572,158,53
S023,1757,173,22
S157,1986,198,42
S182,265,95,52
S180,178,54,44
S107,89,79,23
S169,690,184,52
S018,1784,96,54
S080,715,47,55
S051,1723,20,41
S065,744,171,38
S006,1627,138,47
S077,548,194,27
S070,537,184,22
S152,1434,73,27
S027,732,102,38
S148,1586,75,32
S019,975,114,58
S191,359,94,33
S106,1172,174,50
S155,409,151,31
S192,1375,85,34
S059,1262,57,55
S184,1626,4,26
S113,882,44,51
S149,1826,16,25
S193,731,191,25
S028,797,82,36
S152,340,49,58
S076,499,37,43
S185,144,122,22
S195,1525,135,59
S168,884,31,31
S072,1866,150,51
S123,279,70,28
S117,96,101,23
S041,5,4,38
S048,1126,62,39
S200,1379,57,23
S047,844,103,48
S079,223,33,27
S089,748,55,32
S162,106,22,31
S019,1938,142,23
S024,277,146,44
S146,13,126,34
S074,1348,101,41
S139,63,130,46
S183,448,162,33
S195,122,30,50
S121,680,89,48
S112,863,92,40
S034,370,64,56
S094,469,154,26
S061,220,49,20
S160,609,102,57
S075,169,116,27
S071,715,186,52
S158,1886,138,49
S008,152,12,24
S023,1466,185,22
S044,778,44,54
S089,1620,109,35
S164,453,51,57
S056,53,58,59
S183,622,85,28
S120,1734,171,25
S099,644,52,42
S005,78,152,49
S061,13,177,30
S027,88,168,48
S008,1272,18,46
S070,496,187,31
S183,218,26,39
S028,1542,114,45
S122,1272,139,52
S043,1352,163,27
S165,996,145,28
S097,492,136,57
S125,638,6,20
S178,356,152,56
S110,1445,138,31
S154,1006,105,30
S030,1521,74,49
S075,1683,182,57
S008,1437,149,27
S176,1143,177,28
S106,217,172,29
S015,1252,185,46
S142,668,163,55
S013,1386,158,42
S011,447,111,38
S125,858,32,32
S130,1951,108,53
S041,507,108,42
S090,656,88,46
S010,1432,167,45
S151,1927,131,28
S084,1208,47,44
S088,456,122,46
S078,1939,156,35
S197,1409,138,23
S104,607,122,43
S032,1116,65,47
S066,997,143,49
S108,811,88,26
S033,560,154,53
S083,560,160,26
S112,1729,146,43
S012,1426,35,46
S117,478,162,49
S098,910,115,27
S020,566,13,26
S128,957,142,33
S095,1929,6,44
S137,1474,149,39
S031,57,81,20
S115,1609,55,27
S200,186,199,20
S080,97,1,59
S178,513,114,26
S038,1436,198,38
S052,1789,171,34
S181,286,13,47
S200,249,164,43
S111,1998,45,41
S086,1985,92,56
S103,1186,20,52
S061,1506,110,27
S171,647,27,31
S071,1928,76,57
S177,1948,27,22
S126,1105,58,47
S150,339,60,23
S191,473,59,41
S051,1707,73,40
S107,1172,149,43
S041,909,158,35
S127,229,87,42
S163,1021,64,23
S173,975,38,52
S159,1056,137,46
S008,160,49,26
S194,1325,62,44
S189,24,134,49
S058,91,56,57
S167,358,10,35
S127,1180,113,33
S049,1131,155,36
S093,1649,10,48
S081,1766,89,59
S147,938,97,38
S028,769,161,21
S073,547,18,38
S032,1619,88,52
S069,582,187,54
S194,29,11,56
S008,629,79,53
S149,95,92,33
S156,919,144,24
S006,143,69,40
S087,690,37,24
S017,1550,35,54
S088,1153,117,25
S132,318,132,51
S123,400,198,39
S198,1886,70,49
S110,769,177,55
S166,1746,76,51
S184,35,85,52
S012,1619,67,32
S170,1999,80,50
S104,1567,106,50
S045,1158,78,33
S036,119,9,58
S048,1598,65,40
S048,1018,149,23
S137,1855,14,51
S145,297,45,51
S136,962,198,40
S002,383,157,27
S196,255,165,52
S033,1894,31,26
S172,473,115,39
S133,1805,110,50
S111,1731,69,39
S057,1917,173,45
S018,591,98,46
S019,1590,149,20
S129,929,177,50
S174,1452,69,58
S083,801,158,55
S170,1095,9,30
S194,207,52,48
S136,1772,103,57
S115,10,53,22
S192,1697,156,47
S102,1197,119,28
S107,722,29,59
S091,351,151,56
S121,1128,68,33
S145,382,139,43
S021,1059,60,22
S176,1505,113,36
S067,1575,104,37
S145,1099,57,55
S028,677,135,28
S132,1216,119,28
S146,251,177,25
S092,1204,130,37
S132,173,33,39
S020,256,38,36
S087,1668,195,37
S077,221,186,52
S125,1760,139,44
S117,1836,40,54
S074,905,176,48
S147,1927,92,23
S025,333,117,43
S130,861,63,27
S090,854,16,55
S141,816,108,47
S120,24,40,47
S009,1943,79,55
S199,1476,196,22
S149,1084,2,25
S013,508,126,47
S079,1547,61,58
S179,726,4,46
S173,446,146,39
S002,908,174,49
S021,1869,51,36
S022,1571,80,30
S088,1140,142,58
S134,1119,162,28
S070,402,145,26
S081,894,3,42
S100,962,61,57
S156,731,113,53
S164,1759,192,26
S011,1027,105,44
S103,1338,148,52
S115,1400,144,57
S081,578,109,58
S033,1797,41,28
S163,252,194,34
S167,720,85,31
S194,1485,20,25
S083,1315,66,44
S162,1366,60,50
S108,156,8,25
S019,141,138,35
S047,962,32,51
S011,1656,94,33
S054,1486,2,28
S040,539,123,33
S020,1122,28,32
S079,1489,46,20
S187,932,73,39
S082,294,144,43
S139,440,190,31
S199,605,169,55
S088,1237,148,21
S191,447,114,36
S158,1005,179,51
S178,1505,12,35
S083,224,91,49
S021,629,72,50
S099,1371,89,42
S085,154,106,41
S164,1749,141,46
S078,702,108,25
S148,1162,81,42
S096,228,145,45
S160,920,115,48
S090,379,104,30
S196,1730,66,43
S017,1630,120,58
S083,863,56,35
S180,1402,88,28
S122,1655,25,30
S023,1922,9,39
S145,161,178,53
S131,1650,55,24
S086,564,74,36
S168,1916,128,44
S188,118,117,43
S057,1305,196,27
S107,10,148,20
S079,1678,41,46
S029,321,51,25
S170,1336,125,29
S016,1784,168,57
S162,1238,112,53
S011,1141,3,58
S121,1776,31,37
S131,122,178,22
S087,1025,119,41
S044,1462,194,26
S055,751,119,25
S087,1789,112,24
S085,1591,198,51
S176,985,135,56
S008,1249,126,54
S124,1803,55,27
S161,1350,23,43
S161,871,83,49
S169,1438,32,40
S026,957,28,40
S004,954,69,25
S121,948,24,51
S161,110,20,35
S063,161,81,34
S159,244,177,27
S081,740,30,21
S066,112,14,21
S155,1058,8,35
S007,580,31,40
S054,813,48,38
S103,1986,185,46
S038,1381,101,51
S193,699,181,22
S139,724,146,57
S132,1196,16,34
S138,905,69,20
S028,1121,9,29
S108,704,51,25
S070,1556,117,55
S175,661,142,57
S033,74,124,45
S183,326,186,24
S040,1562,9,40
S041,1581,138,35
S022,1554,23,40
S190,419,155,25
S148,135,3,37
S075,1146,42,20
S008,1453,5,30
S093,1410,160,23
S038,529,37,37
S080,916,93,30
S083,991,129,37
S080,639,108,59
S086,33,181,25
S113,679,90,21
S129,187,110,53
S098,768,63,43
S096,466,177,26
S057,1765,165,56
S124,1941,28,36
S184,1530,72,47
S159,229,120,29
S109,1735,144,38
S055,462,147,47
S168,1029,176,56
S009,1655,5,44
S038,147,128,48
S032,371,151,52
S014,130,82,44
S005,1302,49,41
S189,523,77,52
S091,1781,40,26
S086,750,28,52
S123,906,180,55
S073,938,79,57
S138,1594,189,46
S077,5,78,58
S049,1462,92,25
S063,1960,152,31
S001,332,100,41
S107,1008,185,52
S066,1732,166,21
S138,108,132,46
S071,1595,69,30
S049,1189,112,33
S015,303,86,50
S121,1297,18,38
S182,673,169,58
S145,1801,41,26
S150,1995,83,48
S072,1286,69,56
S108,380,87,44
S078,1232,14,45
S019,304,87,49
S066,883,137,44
S133,686,121,23
S175,625,127,55
S160,648,66,46
S136,632,171,45
S112,1660,78,55
S031,1719,19,22
S062,37,67,47
S178,994,135,43
S067,140,176,22
S159,1395,184,51
S025,733,119,37
S005,1385,26,49
S161,1415,129,50
S178,966,191,52
S109,1608,67,34
S073,625,93,58
S005,733,161,49
S166,60,102,58
S093,1983,82,21
S174,1008,128,29
S022,657,136,49
S078,216,131,28
S036,1676,194,38
S153,1761,22,55
S046,326,94,59
S142,580,25,32
S170,1770,75,38
S128,489,175,20
S161,361,72,56
S166,998,190,53
S060,753,76,51
S112,1893,145,57
S196,329,13,41
S029,670,167,28
S056,637,141,45
S053,1344,139,21
S087,1359,128,23
S046,743,164,30
S076,1777,4,24
S160,195,21,33
S116,866,167,22
S098,28,91,50
S106,1326,182,58
S060,682,22,56
S061,1447,30,35
S084,1140,80,30
S137,990,98,30
S171,235,83,53
S124,1572,6,56
S118,1321,174,31
S119,1623,39,57
S021,495,92,30
S113,1511,117,31
S042,1753,138,29
S137,1630,63,51
S171,1732,89,43
S148,1399,66,20
S191,1900,68,34
S048,973,198,46
S016,1859,139,55
S051,1712,116,41
S001,1617,161,44
S078,548,29,24
S165,888,114,47
S155,1860,136,24
S041,1372,35,56
S061,897,88,47
S102,844,98,30
S110,1170,131,58
S123,907,19,59
S003,1196,174,43
S109,468,162,53
S036,816,149,55
S044,876,173,55
S141,1914,29,35
S064,1941,159,30
S065,189,62,53
S017,1750,188,22
S138,1846,74,35
S145,1245,142,47
S090,1818,142,56
S062,786,198,33
S150,1704,37,53
S047,1741,48,46
S040,763,174,52
S198,1559,197,34
S049,1756,2,26
S024,622,154,48
S004,503,166,51
S164,392,118,45
S125,1630,165,53
S193,1156,187,33
S098,90,38,53
S181,1953,25,28
S184,312,62,20
S077,476,163,42
S027,1997,196,43
S017,736,78,44
S149,657,29,28
S099,1043,139,37
S103,109,196,21
S016,1146,195,39
S048,1037,1,45
S016,474,177,45
S200,1763,120,45
S133,523,138,30
S022,568,33,24
S189,81,24,23
S123,143,49,48
S073,816,174,38
S123,514,20,28
S015,458,8,32
S084,300,6,45
S100,1629,46,56
S091,759,191,28
S048,280,83,41
S005,711,104,31
S159,1030,82,37
S155,249,181,38
S133,1795,148,21
S004,1457,88,28
S005,1062,131,47
S001,1142,139,31
S098,1751,76,56
S185,1284,2,29
S131,221,177,38
S143,336,139,37
S146,1057,48,53
S080,1419,198,39
S047,1978,3,52
S022,1121,73,31
S137,98,126,23
S018,1629,153,54
S087,1933,161,48
S155,1212,126,55
S164,862,33,30
S189,1287,88,56
S076,1856,65,38
S200,299,53,52
S147,1059,70,33
S063,158,126,48
S169,887,18,36
S055,1713,39,40
S140,741,117,43
S145,1415,107,29
S134,1841,22,59
S064,129,64,38
S120,2,39,33
S184,1022,83,33
S175,1516,42,35
S022,1386,113,27
S009,785,160,48
S147,699,64,31
S026,730,132,49
S030,721,66,27
S125,1495,13,38
S100,1571,11,42
S180,1757,0,47
S170,198,185,34
S149,370,0,27
S193,1074,129,52
S109,868,71,56
S198,484,82,45
S131,961,22,58
S020,1194,157,38
S008,40,188,30
S054,916,71,37
S112,872,113,47
S059,248,142,52
S104,1424,23,44
S013,1407,117,58
S111,987,29,27
S024,709,69,39
S140,8,93,24
S025,879,162,43
S098,824,91,51
S108,713,178,40
S055,1828,115,36
S185,540,143,23
S145,1252,132,31
S125,630,150,27
S091,776,25,46
S016,430,164,49
S126,622,32,26
S024,1028,165,22
S105,1157,92,35
S121,1706,127,50
S020,1748,15,37
S145,883,172,57
S126,1414,118,38
S096,375,65,45
S155,731,9,47
S155,1043,122,33
S071,571,160,34
S139,1161,40,23
S014,357,61,56
S036,1845,57,48
S054,1954,166,28
S183,63,93,53
S041,35,133,56
S017,764,97,21
S098,1082,26,38
S066,1474,139,57
S039,558,172,44
S050,832,157,28
S135,363,13,56
S112,1736,1,28
S065,920,185,47
S075,1260,96,23
S200,1568,179,51
S021,40,172,30
S061,1165,185,41
S059,666,52,22
S087,1862,46,59
S057,1394,25,43
S165,232,82,57
S084,1145,98,49
S078,8,49,44
S108,1418,186,20
S058,755,66,50
S150,1285,109,53
S175,1440,35,36
S173,921,117,48
S110,845,181,55
S180,1982,175,26
S044,439,64,38
S064,465,141,34
S031,301,98,39
S149,919,21,54
S159,822,57,43
S049,911,165,22
S045,209,77,24
S013,128,128,32
S020,39,58,25
S092,88,30,26
S026,1189,68,58
S030,1004,104,58
S005,972,128,40
S165,1624,102,37
S108,217,138,28
S091,1794,173,24
S022,922,114,39
S144,84,34,36
S141,1857,68,27
S148,115,31,37
S079,265,8,45
S165,1749,21,34
S074,1427,35,53
S012,985,42,35
S146,778,141,35
S184,1901,4,48
S023,1530,31,38
S142,682,44,50
S024,643,168,28
S129,1560,156,24
S062,1322,105,37
S009,1588,139,45
S040,961,23,31
S180,1727,129,48
S032,264,110,20
S064,1275,172,57
S150,451,19,38
S181,27,40,41
S058,1021,28,49
S089,1158,66,26
S085,526,58,56
S199,1462,117,46
S085,1125,16,33
S158,370,121,28
S044,1221,154,33
S097,1386,57,31
S058,489,89,51
S170,410,42,35
S146,933,49,47
S037,380,189,57
S029,858,35,35
S050,1219,169,25
S170,675,90,26
S160,968,151,49
S065,209,187,42
S131,1541,101,22
S111,1714,97,26
S159,671,90,27
S160,1844,59,42
S122,183,190,50
S093,1781,192,22
S114,1273,24,53
S067,1370,113,55
S069,579,24,36
S173,1525,88,53
S136,1421,88,39
S130,1454,115,45
S117,947,121,46
S049,479,105,29
S097,1917,192,30
S189,1611,42,30
S128,129,152,28
S179,1033,54,29
S024,1618,64,21
S123,932,139,29
S138,1016,154,27
S034,451,141,43
S126,1804,143,21
S111,619,43,34
S158,370,31,53
S195,1821,186,29
S148,1687,71,57
S137,1696,159,33
S046,209,198,26
S087,469,32,55
S159,1478,2,23
S150,809,117,34
S131,1271,49,54
S073,974,153,43
S082,1458,58,41
S152,1897,72,44
S094,1219,164,44
S126,1805,113,34
S193,1891,123,48
S107,1477,93,35
S127,1871,117,58
S062,707,100,58
S010,1320,106,46
S083,1496,145,22
S066,583,171,46
S113,1133,89,20
S038,1535,89,38
S045,1050,108,31
S165,1495,50,52
S134,224,197,31
S064,1219,17,39
S167,1001,94,34
S007,1516,198,27
S135,1094,50,40
S087,1562,186,31
S019,634,192,34
S091,573,162,40
S200,1648,146,25
S050,1887,107,24
S012,212,152,58
S199,205,110,29
S044,1451,130,52
S141,330,172,32
S053,611,190,37
S047,1254,26,36
S114,384,129,51
S079,426,0,40
S046,806,15,23
S003,1955,127,32
S143,1014,58,51
S139,1565,68,50
S002,1291,5,59
S154,1556,65,58
S031,1724,13,39
S001,1445,75,57
S156,1554,180,37
S154,16,176,36
S163,540,105,33
S046,373,42,54
S044,1387,68,47
S176,1920,153,57
S107,471,42,40
S161,449,110,32
S119,888,53,34
S190,725,155,27
S086,73,57,37
S084,522,5,54
S181,1558,34,29
S149,992,31,41
S194,692,17,21
S182,1202,143,43
S065,1565,164,29
S080,587,160,39
S085,1644,3,25
S079,957,134,54
S197,437,144,48
S188,145,25,40
S181,203,7,50
S011,1806,124,34
S102,1006,169,26
S173,851,198,46
S103,848,49,35
S195,1703,85,37
S132,1343,58,44
S004,1919,68,33
S015,1132,32,47
S070,1478,109,51
S170,385,129,30
S128,1611,4,24
S013,1043,168,34
S197,1577,19,33
S157,1548,85,31
S045,1337,133,42
S009,1830,76,48
S108,891,150,56
S198,149,162,42
S013,760,21,38
S148,1208,122,53
S069,1842,194,28
S110,857,84,27
S008,438,31,51
S037,1036,106,34
S005,339,93,28
S190,1571,107,39
S051,350,97,25
S155,163,146,33
S182,174,189,43
S115,412,78,48
S078,1383,92,34
S021,668,46,41
S012,1649,145,24
S149,882,59,56
S104,479,88,43
S149,1710,163,38
S045,1263,95,38
S163,859,147,31
S078,1630,110,25
S050,283,185,24
S059,903,180,24
S195,659,143,25
S032,1155,3,51
S054,52,147,48
S105,191,192,46
S101,687,79,36
S138,1168,94,51
S002,185,67,54
S064,662,9,30
S031,638,32,37
S087,140,118,43
S041,1399,165,46
S160,950,30,50
S103,1444,78,28
S098,1031,135,27
S182,1786,126,25
S131,1327,174,42
S084,618,188,28
S151,769,58,53
S011,1878,99,48
S164,245,70,25
S096,265,150,23
S105,313,50,44
S006,1026,173,20
S128,264,41,31
S045,1919,194,21
S185,190,133,57
S148,1741,99,43
S084,1007,27,35
S014,1344,23,52
S099,693,88,42
S126,1263,5,48
S117,1883,153,25
S198,1170,28,50
S073,635,103,34
S011,463,111,20
S130,46,64,35
S157,1450,31,47
S141,1762,187,25
S077,411,96,27
S074,1721,4,42
S034,1228,187,25
S001,22,39,40
S072,417,62,35
S196,886,176,29
S157,888,133,33
S028,1639,5,20
S161,365,72,23
S151,747,188,38
S066,1417,145,37
S136,429,124,47
S123,274,22,22
S082,1253,173,35
S175,605,16,50
S183,1975,198,21
S126,672,29,31
S110,516,83,25
S072,1715,11,21
S103,901,193,52
S071,450,107,53
S082,1642,1,57
S061,1286,73,52
S050,1163,68,41
S187,638,56,44
S021,48,95,36
S199,416,39,44
S021,29,88,55
S084,1035,93,48
S123,186,113,58
S190,87,147,24
S153,1740,20,30
S172,264,130,52
S195,1166,86,20
S011,1581,185,42
S027,1602,93,59
S074,544,33,39
S116,1723,63,42
S010,1802,76,28
S103,1834,51,26
S154,1978,169,29
S087,1155,29,35
S044,438,167,52
S161,1872,178,23
S178,244,170,31
S178,1497,83,35
S141,1910,138,24
